Alias,IATA,lat,lon,id
Springfield VT,VSF,43.343334,-72.51722,3399
Concord NH,CON,43.2027,-71.5023,3400
Sanford ME,SFM,43.39383,-70.708,3401
Groton CT,GON,41.3301,-72.0451,3402
Saint Cloud,STC,45.5466,-94.0599,3403
Bagan,BPE,39.66639,119.05889,3404
Columbus Mississippi,GTR,33.4503,-88.5914,3405
Nizhniy Novgorod,GOJ,56.2301,43.784,3406
Hoquiam,HQM,46.9712,-123.937,3407
Erie,ERI,42.083126,-80.17387,3408
Barnstable,HYA,41.6693,-70.2804,3409
San Pedro,SPR,17.9139,-87.9711,3410
Sedona,SDX,34.8486,-111.788,3411
Morgantown,MGW,39.6429,-79.9163,3412
Charleston,CRW,38.3731,-81.5932,3413
Scranton,AVP,41.3385,-75.7234,3414
Bemidji,BJI,47.5094,-94.9337,3415
Baku,BAK,40.4675,50.046665,3416
Biloela,THG,-24.4939,150.576,3417
Apia,FGI,-13.8487,-171.74,3418
Ballina Byron Bay,BNK,-28.8339,153.562,3419
Fargo,FAR,46.9207,-96.8158,3420
Kansas City,MKC,39.1232,-94.5928,3421
Ratanakiri,RBE,13.73,106.987,3422
Gillette,GCC,44.3489,-105.539,3423
Tomsk,TOF,56.3803,85.2083,3424
Santa Ana,NZJ,33.6761,-117.731,3425
Phetchabun,PHY,16.676,101.195,3426
Chumphon,CJM,10.7112,99.3617,3427
Jiuzhaigou,JZH,32.853333,103.68222,3428
Shantou,SWA,23.552,116.5033,3429
Georgetown,GEO,6.49855,-58.2541,3430
Ciudad del Este,AGT,-25.454515,-54.84268,3431
Georgetown,OGL,6.80628,-58.1059,3432
Kaieteur,KAI,5.172755,-59.49148,3433
Dunhuang,DNH,40.1611,94.8092,3434
Ancona,AOI,43.6163,13.3623,3435
Taba,TCP,29.5878,34.7781,3436
Little Cayman,LYB,19.66016,-80.08883,3437
Bodrum,BJV,37.2506,27.6643,3438
Tabarka,TBJ,36.98,8.87694,3439
Istanbul,SAW,40.8986,29.3092,3440
State College Pennsylvania,SCE,40.8493,-77.8487,3441
Broome,BME,-17.9447,122.232,3442
Newcastle,NTL,-32.795,151.834,3443
Klagenfurt,KLU,46.6425,14.3377,3444
Ciudad Guayana,CGU,8.288527,-62.76036,3445
Hammerfest,HFT,70.6797,23.6686,3446
Honningsvag,HVG,71.0097,25.9836,3447
Mehamn,MEH,71.0297,27.8267,3448
Vadsø,VDS,70.0653,29.8447,3449
Tehran,IKA,35.4161,51.1522,3450
Mashhad,MHD,36.2352,59.641,3451
Ust Ilimsk,UIK,58.1361,102.565,3452
Meridian,MEI,32.3326,-88.7519,3453
Springfield,SPI,39.8441,-89.6779,3454
Haskovo,HKV,41.976376,25.589817,3455
Cortez,CEZ,37.303,-108.628,3456
Hayden,HDN,40.4812,-107.218,3457
Gallup,GUP,35.5111,-108.789,3458
Liberal,LBL,37.0442,-100.96,3459
Lamar,LAA,38.0697,-102.688,3460
Goodland,GLD,39.3706,-101.699,3461
Cody,COD,44.5202,-109.024,3462
Orsta-Volda,HOV,62.18,6.0741,3463
ST MARY\'S,ISC,49.9133,-6.29167,3464
Springfield,SGF,37.2457,-93.3886,3465
Narvik,NVK,68.4369,17.3867,3466
Berlevag,BVG,70.8714,29.0342,3467
Oslo,FBU,59.8958,10.6172,3468
Norilsk,NSK,69.3111,87.3322,3469
Anapa,AAQ,45.0021,37.3473,3470
Joplin,JLN,37.1518,-94.4983,3471
Allentown,ABE,40.6521,-75.4408,3472
Bentonville,XNA,36.2819,-94.3068,3473
Atyrau,GUW,47.1219,51.8214,3474
Kzyl-Orda,KZO,44.7069,65.5925,3475
South Bend,SBN,41.7087,-86.3173,3476
Moscow,BKA,55.6172,38.06,3477
Arkhangelsk,ARH,64.6003,40.7167,3478
Saratov,RTW,51.565,46.0467,3479
Novy Urengoy,NUX,66.0694,76.5203,3480
Noyabrsk,NOJ,63.1833,75.27,3481
Aktau,SCO,43.8601,51.092,3482
Ukhta,UCT,63.5669,53.8047,3483
Usinsk,USK,66.0047,57.3672,3484
Pechora,PEX,65.1211,57.1308,3485
Naryan-Mar,NNM,67.64,53.1219,3486
Pskov,PKV,57.7839,28.3956,3487
Kogalym,KGP,62.1904,74.5338,3488
Krasnoyarsk,KJA,56.1729,92.4933,3489
Karaganda,KGF,49.6708,73.3344,3490
Uraj,URJ,60.1033,64.8267,3491
Ivanovo,IWA,56.9394,40.9408,3492
Changchun,CGQ,43.9962,125.685,3493
Niigata,KIJ,37.9559,139.121,3494
Johnston Island,JON,16.7286,-169.534,3495
Fort Wayne IN,SMD,41.1434,-85.1528,3496
Arcata CA,ACV,40.9781,-124.109,3497
Austin TX,ATT,30.31666,-97.7666,3498
Jacksonville NC,OAJ,34.8292,-77.6121,3499
Tuscaloosa AL,TCL,33.2206,-87.6114,3500
Dubuque IA,DBQ,42.402,-90.7095,3501
Forde,FDE,61.392,5.763,3502
Hong Kong,HHP,22.289371,114.15215,3503
Atoifi,ATD,-8.87333,161.011,3504
Auki,AKS,-8.70257,160.682,3505
Ballalae,BAS,-6.990745,155.88666,3506
Fera Island,FRE,-8.1075,159.577,3507
Mbambanakira,MBU,-9.7475,159.839,3508
Kirakira,IRA,-10.4497,161.898,3509
Santa Cruz/Graciosa Bay/Luova,SCZ,-10.7203,165.795,3510
Munda,MUA,-8.32797,157.263,3511
Gizo,GZO,-8.09778,156.864,3512
Stirling Island,MNY,-7.41694,155.565,3513
Rennell Island,RNL,-11.5339,160.063,3514
Marau,RUS,-9.86167,160.825,3515
Suavanao,VAO,-7.58556,158.731,3516
Kagau Island,KGE,-7.3305,157.585,3517
Ramata,RBV,-8.16806,157.643,3518
Buka Island,BUA,-5.42232,154.673,3519
Kundiawa,CMU,-6.02429,144.971,3520
Daru,DAU,-9.08676,143.208,3521
Gurney,GUR,-10.3115,150.334,3522
Girua,PNP,-8.80454,148.309,3523
Hoskins,HKN,-5.46217,150.405,3524
Kiunga,UNG,-6.12571,141.282,3525
Kikori,KRI,-7.42438,144.25008,3526
Kerema,KMA,-7.96361,145.771,3527
Kavieng,KVG,-2.5794,150.808,3528
Mendi,MDU,-6.14774,143.657,3529
Momote,MAS,-2.06189,147.424,3530
Moro,MXH,-6.36333,143.238,3531
Misima Island,MIS,-10.6892,152.838,3532
Tari,TIZ,-5.845,142.948,3533
Tabubil,TBG,-5.27861,141.226,3534
Tokua,RAB,-4.34046,152.38,3535
Vanimo,VAI,-2.6926,141.3028,3536
Wapenamanda,WBM,-5.6433,143.895,3537
Alluitsup Paa,LLU,60.46445,-45.56917,3538
Neerlerit Inaat,CNP,70.7431,-22.6505,3539
Paamiut,JFR,61.9922,-49.6625,3540
Qeqertarsuaq Airport,JGO,69.25118,-53.514877,3541
Qaqortoq,JJU,60.715683,-46.02992,3542
Maniitsoq,JSU,65.4125,-52.9394,3543
Nanortalik,JNN,60.141884,-45.232975,3544
Narsaq,JNS,60.917282,-46.059925,3545
Qaanaaq,NAQ,77.4886,-69.3887,3546
Sisimiut,JHS,66.9513,-53.7293,3547
Upernavik,JUV,72.7902,-56.1306,3548
Uummannaq,JQA,70.7342,-52.6962,3549
Grímsey,GRY,66.5458,-18.0173,3550
Thorshofn,THO,66.2185,-15.3356,3551
Vopnafjörður,VPN,65.7206,-14.8506,3552
Caye Caulker,CUK,17.7347,-88.0325,3553
Punta Gorda,PND,16.1024,-88.8083,3554
Whistler,YWS,50.1436,-122.949,3555
Anahim Lake,YAA,52.4525,-125.303,3556
Williams Harbour,YWM,52.5669,-55.7847,3557
St. Lewis,YFX,52.3728,-55.6739,3558
Port Hope Simpson,YHA,52.5281,-56.2861,3559
Rigolet,YRG,54.1797,-58.4575,3560
Colville Lake,YCK,67.0392,-126.08,3561
Whatì,YLE,63.1317,-117.246,3562
Summer Beaver,SUR,52.7086,-88.5419,3563
Angling Lake,YAX,53.8492,-89.5794,3564
Wunnumin Lake,WNN,52.8939,-89.2892,3565
North Spirit Lake,YNO,52.49,-92.9711,3566
Bearskin Lake,XBE,53.9656,-91.0272,3567
Kingfisher Lake,KIF,53.0125,-89.8553,3568
Ogoki Post,YOG,51.6586,-85.9017,3569
Poplar Hill,YHP,52.1133,-94.2556,3570
Chisasibi,YKU,53.8056,-78.9169,3571
Tête-à-la-Baleine,ZTB,50.6744,-59.3836,3572
La Tabatière,ZLT,50.8308,-58.9756,3573
Nantong,NTG,32.0708,120.976,3574
Tarapacá,TCD,-2.867,-69.733,3575
Cat Lake,YAC,51.7272,-91.8244,3576
Fort Frances,YAG,48.6542,-93.4397,3577
Kasabonika,XKS,53.5247,-88.6428,3578
Kangirsuk,YKG,60.0272,-69.9992,3579
Attawapiskat,YAT,52.9275,-82.4319,3580
Uranium City,YBE,59.5614,-108.481,3581
Lourdes-De-Blanc-Sablon,YBX,51.4436,-57.1853,3582
Cartwright,YRF,53.6828,-57.0419,3583
Chesterfield Inlet,YCS,63.3469,-90.7311,3584
Nain,YDP,56.5492,-61.6803,3585
Fort Severn,YER,56.0189,-87.6761,3586
Fort Albany,YFA,52.2014,-81.6969,3587
Fort Hope,YFH,51.5619,-87.9078,3588
Makkovik,YMN,55.0769,-59.1864,3589
Texada,YGB,49.6942,-124.518,3590
Gods Lake Narrows,YGO,54.5589,-94.4914,3591
Igloolik,YGT,69.3647,-81.8161,3592
Kuujjuarapik,YGW,55.2819,-77.7653,3593
Gillam,YGX,56.3575,-94.7106,3594
Grise Fiord,YGZ,76.4261,-82.9092,3595
Quaqtaq,YQC,61.0464,-69.6178,3596
Vancouver,CXH,49.2944,-123.111,3597
Nemiscau,YNS,51.6911,-76.1356,3598
Hopedale,YHO,55.4483,-60.2286,3599
Chevery,YHR,50.4689,-59.6367,3600
Ivujivik,YIK,62.4173,-77.9253,3601
Island Lake,YIV,53.8572,-94.6536,3602
Akulivik,AKV,60.8186,-78.1486,3603
Waskaganish,YKQ,51.4733,-78.7583,3604
Aupaluk,YPJ,59.2967,-69.5997,3605
Kimmirut,YLC,62.85,-69.8833,3606
Lansdowne House,YLH,52.1956,-87.9342,3607
Kangiqsualujjuaq,XGR,58.7114,-65.9928,3608
Mary's Harbour,YMH,52.3028,-55.8472,3609
Chibougamau,YMT,49.7719,-74.5281,3610
Umiujaq,YUD,56.5361,-76.5183,3611
Wemindji,YNC,53.0106,-78.8311,3612
Norway House,YNE,53.9583,-97.8442,3613
Points North Landing,YNL,58.2767,-104.082,3614
Oxford House,YOH,54.9333,-95.2789,3615
Inukjuak,YPH,58.4719,-78.0769,3616
Pikangikum,YPM,51.8197,-93.9733,3617
Peawanuck,YPO,54.9881,-85.4433,3618
Powell River,YPW,49.8342,-124.5,3619
The Pas,YQD,53.9714,-101.091,3620
Nakina,YQN,50.1828,-86.6964,3621
Gamètì,YRA,64.1161,-117.31,3622
Red Lake,YRL,51.0669,-93.7931,3623
Stony Rapids,YSF,59.2503,-105.841,3624
Sanikiluaq,YSK,56.5378,-79.2467,3625
St. Theresa Point,YST,53.8456,-94.8519,3626
Big Trout Lake,YTL,53.8178,-89.8969,3627
Deer Lake,YVZ,52.6558,-94.0614,3628
Webequie,YWP,52.959393,-87.37487,3629
Whale Cove,YXN,62.24,-92.5981,3630
Salluit,YZG,62.1794,-75.6672,3631
York Landing,ZAC,56.0894,-96.0892,3632
Ilford,ILF,56.0614,-95.6139,3633
Bathurst,ZBF,47.6297,-65.7389,3634
Eastmain River,ZEM,52.2264,-78.5225,3635
Fond-Du-Lac,ZFD,59.3344,-107.182,3636
Gods River,ZGI,54.8397,-94.0786,3637
Swan River,ZJN,52.1206,-101.236,3638
Kashechewan,ZKE,52.2825,-81.6778,3639
Muskrat Dam,MSA,53.4414,-91.7628,3640
Masset,ZMT,54.0275,-132.125,3641
Sachigo Lake,ZPB,53.8911,-92.1964,3642
Round Lake,ZRJ,52.9436,-91.3128,3643
Sandy Lake,ZSJ,53.0642,-93.3444,3644
Shamattawa,ZTM,55.8656,-92.0814,3645
Churchill Falls,ZUM,53.5619,-64.1064,3646
Wollaston Lake,ZWL,58.1069,-103.172,3647
Batna,BLJ,35.7521,6.30859,3648
Béchar,CBH,31.6457,-2.26986,3649
Bordj Badji Mokhtar,BMW,21.375,0.923889,3650
Guemar,ELU,33.5114,6.77679,3651
Kumasi,KMS,6.71456,-1.59082,3652
Heringsdorf,HDF,53.8787,14.1523,3653
Büsum,HEI,54.15333,8.901667,3654
Helgoland,HGL,54.18528,7.915833,3655
Seinäjoki / Ilmajoki,SJY,62.6921,22.8323,3656
Nottingham,NQT,52.92,-1.07917,3657
"Doncaster, Sheffield",DSA,53.480537,-1.0106564,3658
Campbeltown,CAL,55.4372,-5.68639,3659
Eday,EOI,59.1906,-2.77222,3660
Fair Isle,FIE,59.5358,-1.62806,3661
North Ronaldsay,NRL,59.3675,-2.43444,3662
Papa Westray,PPW,59.3517,-2.90028,3663
Stronsay,SOY,59.1553,-2.64139,3664
Sanday,NDY,59.2503,-2.57667,3665
Lerwick,LWK,60.1922,-1.24361,3666
Westray,WRY,59.3503,-2.95,3667
Land's End,LEQ,50.1028,-5.67056,3668
Penzance,PZE,50.1281,-5.51845,3669
Angelsey,VLY,53.2481,-4.53534,3670
Barra,BRR,57.0228,-7.44306,3671
Dongloe,CFN,55.0442,-8.341,3672
Sindal,CNL,57.5035,10.2294,3673
Leknes,LKN,68.1525,13.6094,3674
Namsos,OSY,64.4722,11.5786,3675
Mo i Rana,MQN,66.3639,14.3014,3676
Rørvik,RVK,64.8383,11.1461,3677
Røst,RET,67.5278,12.1033,3678
Sandane,SDN,61.83,6.10583,3679
Sogndal,SOG,61.1561,7.13778,3680
Svolvær,SVJ,68.2433,14.6692,3681
Sorkjosen,SOJ,69.7868,20.9594,3682
Vardø,VAW,70.3554,31.0449,3683
Værøy,VRY,67.65456,12.727257,3684
Bydgoszcz,BZG,53.0968,17.9777,3685
Lodz,LCJ,51.7219,19.3981,3686
Östersund,OSD,63.1944,14.5003,3687
Hagfors,HFS,60.0201,13.5789,3688
Karlstad,KSD,59.4447,13.3374,3689
Torsby,TYF,60.1576,12.9913,3690
Ängelholm,AGH,56.2961,12.8471,3691
Mohed,SQO,64.9609,17.6966,3692
Hemavan,HMV,65.8061,15.0828,3693
Shilavo,HIL,6.08333,44.7667,3694
Shire Indasilase,SHC,14.0781,38.2725,3695
Ventspils,VNT,57.3578,21.5442,3696
Johannesburg,QRA,-26.2425,28.1512,3697
Mpumalanga,MQP,-25.3832,31.1056,3698
Malamala,AAM,-24.8181,31.5446,3699
Mafeking,MBD,-25.7984,25.548,3700
Ghanzi,GNZ,-21.6925,21.6581,3701
Orapa,ORP,-21.2667,25.3167,3702
Shakawe,SWX,-18.3739,21.8326,3703
Tuli Lodge,TLD,-22.1892,29.1269,3704
Loubomo,DIS,-4.20635,12.6599,3705
Chipata,CIP,-13.5583,32.5872,3706
Moroni,YVA,-11.7108,43.2439,3707
Antsalova,WAQ,-18.701273,44.61492,3708
Ankavandra,JVA,-18.80501,45.273468,3709
Belo sur Tsiribihina,BMD,-19.6867,44.5419,3710
Maintirano,MXT,-18.05,44.033,3711
Morafenobe,TVA,-17.850082,44.920467,3712
Tambohorano,WTA,-17.4761,43.9728,3713
Tsiroanomandidy,WTS,-18.759678,46.054066,3714
Ambatondrazaka,WAM,-17.795378,48.44258,3715
Port Bergé,WPB,-15.584286,47.62359,3716
Soalala,DWB,-16.10169,45.358837,3717
Mampikony,WMP,-16.07227,47.644165,3718
Mandritsara,WMA,-15.833049,48.833282,3719
Manja,MJA,-21.426105,44.31651,3720
Catumbela,CBT,-12.4792,13.4869,3721
Dundo,DUE,-7.40089,20.8185,3722
Ondjiva,VPE,-17.0435,15.6838,3723
Mocamedes,MSZ,-15.2612,12.1468,3724
Koulamoutou,KOU,-1.18461,12.4413,3725
Mouila,MJL,-1.84514,11.0567,3726
Tchibanga,TCH,-2.85,11.017,3727
Chimoio,VPY,-19.1513,33.429,3728
Cannes,JCA,43.536,7.03736,3729
Sarh,SRH,9.14444,18.3744,3730
Club Makokola,CMK,-14.3069,35.1325,3731
Luderitz,LUD,-26.6874,15.2429,3732
Ondangwa,OND,-17.8782,15.9526,3733
Oranjemund,OMD,-28.5847,16.4467,3734
Swakopmund,SWP,-22.6619,14.5681,3735
Windhoek,ERS,-22.6122,17.0804,3736
Boma,BOA,-5.854,13.064,3737
Matadi,MAT,-5.79961,13.4404,3738
Inongo,INO,-1.94722,18.2858,3739
Nioki,NIO,-2.7175,17.6847,3740
Kiri,KRZ,-1.435,19.024,3741
Basankusu,BSU,1.22472,19.7889,3742
Tshikapa,TSH,-6.43833,20.7947,3743
Lodja,LJA,-3.417,23.45,3744
Ilebo,PFR,-4.329919,20.590124,3745
Gamba,GAX,-2.71016,9.96062,3746
Foula,FOA,60.121,-2.052,3747
Outer Skerries,OUK,60.4252,-0.75,3748
Papa Stour,PSV,60.3217,-1.69306,3749
La Gomera,GMZ,28.0296,-17.2146,3750
Carriacou Island,CRU,12.4761,-61.4728,3751
Ceuta,JCU,35.8969,-5.29908,3752
Bonthe,BTE,7.53242,-12.5189,3753
Bo,KBS,7.9444,-11.761,3754
Kenema,KEN,7.89129,-11.1766,3755
Bissau,OXB,11.8948,-15.6537,3756
Groennedal,JGR,61.2333,-48.1,3757
Akunnaaq,QCU,68.75,-52.3333,3758
Iginniarfik,QFI,68.7,-52.9667,3759
Smara,SMW,26.7318,-11.6847,3760
Dakhla,VIL,23.7183,-15.932,3761
Essadouira,ESU,31.3975,-9.68167,3762
El Aaiún,EUN,27.1517,-13.2192,3763
El Aroui,NDR,34.9888,-3.02821,3764
"Praia, Santiago Island",RAI,14.9245,-23.4935,3765
"Sao Filipe, Fogo Island",SFL,14.885,-24.48,3766
Baco,BCO,5.78287,36.562,3767
Beica,BEI,9.38639,34.5219,3768
Dessie,DSE,11.0825,39.7114,3769
Dembidollo,DEM,8.554,34.858,3770
Gode,GDE,5.93513,43.5786,3771
Gore,GOR,8.1614,35.5529,3772
Kabri Dehar,ABK,6.734,44.253,3773
Mizan Teferi,MTF,6.9571,35.5547,3774
Tippi,TIE,7.2024,35.415,3775
Alula,ALU,11.9582,50.748,3776
Bosaso,BSA,11.2753,49.1494,3777
Mogadishu,MGQ,2.01444,45.3047,3778
Galcaio,GLK,6.78083,47.4547,3779
Burao,BUO,9.5275,45.5549,3780
El Arish,AAC,31.0733,33.8358,3781
Asyut,ATZ,27.0465,31.012,3782
Amboseli National Park,ASV,-2.64505,37.2531,3783
Lokichoggio,LKG,4.20412,34.3482,3784
Malindi,MYD,-3.22931,40.1017,3785
Nanyuki,NYK,-0.0623989,37.041008,3786
Sirt,SRX,31.0635,16.595,3787
Tobruk,TOB,31.861,23.907,3788
Tripoli,MJI,32.8941,13.276,3789
Al Bayda',LAQ,32.7887,21.9643,3790
Atbara,ATB,17.710344,34.05702,3791
Nyala,UYL,12.0535,24.9562,3792
Port Sudan,PZU,19.4336,37.2341,3793
Bukoba,BKZ,-1.332,31.8212,3794
Kigoma,TKQ,-4.8862,29.6709,3795
Lindi,LDI,-9.85111,39.7578,3796
Musoma,MUZ,-1.503,33.8021,3797
Shinyanga,SHY,-3.6093,33.5035,3798
Tabora,TBO,-5.07639,32.8333,3799
Arua,RUA,3.05,30.917,3800
Gulu,ULU,2.80556,32.2718,3801
Diu,DIU,20.7131,70.9211,3802
Tremiti Islands,TQR,42.1025,15.488,3803
Aberdeen,ABR,45.4491,-98.4218,3804
Albany,ABY,31.5355,-84.1945,3805
Athens,AHN,33.9486,-83.3263,3806
Alamogordo,ALM,32.8399,-105.991,3807
Waterloo,ALO,42.5571,-92.4003,3808
Walla Walla,ALW,46.0949,-118.288,3809
Alpena,APN,45.0781,-83.5603,3810
Watertown,ATY,44.914,-97.1547,3811
Bradford,BFD,41.8031,-78.6401,3812
Scottsbluff,BFF,41.874,-103.596,3813
Beckley,BKW,37.7873,-81.1242,3814
Brunswick,BQK,31.2588,-81.4665,3815
Burlington,BRL,40.7832,-91.1255,3816
Crescent City,CEC,41.7802,-124.237,3817
Cape Girardeau,CGI,37.2253,-89.5708,3818
Sault Ste Marie,CIU,46.2508,-84.4724,3819
Clarksburg,CKB,39.2966,-80.2281,3820
Port Angeles,CLM,48.1202,-123.5,3821
Hancock,CMX,47.1684,-88.4891,3822
Dodge City,DDC,37.7634,-99.9656,3823
Du Bois,DUJ,41.1783,-78.8987,3824
Eau Claire,EAU,44.8658,-91.4843,3825
Elko,EKO,40.8249,-115.792,3826
New Bedford,EWB,41.6761,-70.9569,3827
Fayetteville,FAY,34.9912,-78.8803,3828
Glasgow,GGW,48.2125,-106.615,3829
Grand Island,GRI,40.9675,-98.3096,3830
Hot Springs,HOT,34.478,-93.0962,3831
Huntington,HTS,38.3667,-82.558,3832
Kili Island,KIO,5.644515,169.1195,3833
Kirksville,IRK,40.0935,-92.5449,3834
Jamestown,JMS,46.9297,-98.6782,3835
Laramie,LAR,41.3121,-105.675,3836
Latrobe,LBE,40.2759,-79.4048,3837
North Platte,LBF,41.1262,-100.684,3838
Lebanon,LEB,43.6261,-72.3042,3839
Klamath Falls,LMT,42.1561,-121.733,3840
Lancaster,LNS,40.1217,-76.2961,3841
Lewistown,LWT,47.0493,-109.467,3842
Lynchburg,LYH,37.3267,-79.2004,3843
Muskegon,MKG,43.1695,-86.2382,3844
Miles City,MLS,46.428,-105.886,3845
Muscle Shoals,MSL,34.7453,-87.6102,3846
North Bend,OTH,43.4171,-124.246,3847
Owensboro,OWB,37.7401,-87.1668,3848
Hattiesburg/Laurel,PIB,31.4671,-89.3371,3849
Pocatello,PIH,42.9098,-112.596,3850
Pierre,PIR,44.3827,-100.286,3851
Pellston,PLN,45.5709,-84.7967,3852
Portsmouth,PSM,43.0779,-70.8233,3853
Reading,RDG,40.3785,-75.9652,3854
Rhinelander,RHI,45.6312,-89.4675,3855
Rock Springs,RKS,41.5942,-109.065,3856
Rutland,RUT,43.5294,-72.9496,3857
San Luis Obispo,SBP,35.2368,-120.642,3858
Sheridan,SHR,44.7692,-106.98,3859
Saranac Lake,SLK,44.3853,-74.2062,3860
Salina,SLN,38.791,-97.6522,3861
Santa Maria,SMX,34.8989,-120.457,3862
Tupelo,TUP,34.2681,-88.7699,3863
Quincy,UIN,39.9427,-91.1946,3864
Victoria,VCT,28.8526,-96.9185,3865
Valdosta,VLD,30.7825,-83.2767,3866
Worland,WRL,43.9657,-107.951,3867
Kiwayu,KWY,-1.96056,41.2975,3868
Yakima,YKM,46.5682,-120.544,3869
Nicosia,ECN,35.1547,33.4961,3870
Logroño-Agoncillo,RJL,42.460953,-2.322235,3871
Île d'Yeu,IDY,46.7186,-2.39111,3872
Angers/Marcé,ANE,47.5603,-0.312222,3873
La Môle,LTT,43.2054,6.482,3874
Syros Island,JSY,37.4228,24.9509,3875
Pécs-Pogány,PEV,45.9909,18.240995,3876
Sármellék,SOB,46.68639,17.159084,3877
Aosta,AOT,45.7385,7.36872,3878
Salerno,QSR,40.6204,14.9113,3879
Corvo,CVU,39.6715,-31.1136,3880
Banja Luka,BNX,44.9414,17.2975,3881
Usak,USQ,38.6815,29.4717,3882
Kars,KSY,40.5622,43.115,3883
Sanliurfa,SFQ,37.0943,38.8471,3884
Kahramanmaras,KCM,37.538826,36.95352,3885
Agri,AJI,39.65454,43.025978,3886
Adiyaman,ADF,37.7314,38.4689,3887
Isparta,ISE,37.8554,30.3684,3888
Balikesir Korfez,EDO,39.5546,27.0138,3889
Samsun,SZF,41.2545,36.5671,3890
Misratah,MRA,32.325,15.061,3891
Ubari,QUB,26.5675,12.8231,3892
Žilina,ILZ,49.2315,18.6135,3893
Cockburn Town,GDT,21.4445,-71.1423,3894
Middle Caicos,MDS,21.82602,-71.8025,3895
Salt Cay,SLX,21.333,-71.2,3896
Samana,AZS,19.267,-69.742,3897
La Isabela,JBQ,18.5725,-69.9856,3898
Puerto Barrios,PBR,15.7309,-88.5838,3899
Quezaltenango,AAZ,14.8656,-91.502,3900
Utirik Island,UTK,11.222,169.852,3901
Ailuk Island,AIM,10.2168,169.983,3902
Aur Atoll,AUL,8.14528,171.173,3903
Bikini Atoll,BII,11.5225,165.565,3904
Ailinglapalap Atoll,JAT,7.45235,168.552,3905
Ailinglapalap Atoll,JEJ,7.56535,168.962,3906
Kaben,KBT,8.90056,170.844,3907
Likiep Island,LIK,9.82316,169.308,3908
Maloelap Island,MAV,8.70444,171.23,3909
Mejit Atoll,MJB,10.2833,170.883,3910
Majkin,MJE,7.833,168.167,3911
Namorik Atoll,NDK,5.63167,168.125,3912
Rongelap Island,RNP,11.1572,166.887,3913
Jabor Jaluit Atoll,UIT,5.90924,169.637,3914
Majuro Atoll,WJA,7.083,171.133,3915
Wotje Atoll,WTE,9.46667,170.233,3916
Wotho Island,WTO,10.1733,166.003,3917
Ahuas,AHS,15.4722,-84.3522,3918
Puerto Lempira,PEU,15.2622,-83.7812,3919
Mili Island,MIJ,6.08333,171.733,3920
Celaya,CYW,20.546,-100.887,3921
Ciudad Constitución,CUA,25.0538,-111.615,3922
Guerrero Negro,GUB,28.0261,-114.024,3923
Jalapa,JAL,19.4751,-96.7975,3924
Chitré,CTD,7.98784,-80.4097,3925
Colón,ONX,9.35664,-79.8674,3926
Jaqué,JQE,7.51778,-78.1572,3927
La Palma,PLP,8.40667,-78.1417,3928
Roxana,TTQ,10.42,-83.6095,3929
Pococi,BCL,10.7687,-83.5856,3930
Nandayure,PBP,9.85611,-85.3708,3931
Puerto Jimenez,PJM,8.53333,-83.3,3932
San Jose,SYQ,9.95705,-84.1398,3933
Jeremie,JEE,18.6631,-74.1703,3934
Port-de-Paix,PAX,19.9336,-72.8486,3935
Trinidad,TND,21.7883,-79.9972,3936
Salina Cruz,SCX,16.2126,-95.2016,3937
Long Banga,LBP,3.18495,115.454,3938
Andros,COX,24.1587,-77.5898,3939
Arthur's Town,ATC,24.6294,-75.6738,3940
Cat Island,TBI,24.3153,-75.4523,3941
Colonel Hill,CRI,22.7456,-74.1824,3942
Nassau,PID,25.083,-77.3,3943
Atiu Island,AIU,-19.9678,-158.119,3944
Mangaia Island,MGS,-21.895987,-157.90666,3945
Manihiki Island,MHX,-10.3767,-161.002,3946
Mauke Island,MUK,-20.1361,-157.345,3947
Mitiaro Island,MOI,-19.8425,-157.703,3948
Penrhyn Island,PYE,-9.01437,-158.03241,3949
Cicia,ICI,-17.7433,-179.342,3950
Malolo Lailai Island,PTF,-17.7779,177.197,3951
Vunisea,KDV,-19.0581,178.157,3952
Mana Island,MNF,-17.6731,177.098,3953
Moala,MFJ,-18.5667,179.951,3954
Ngau,NGI,-18.1156,179.34,3955
Lakeba Island,LKB,-18.1992,-178.817,3956
Lambasa,LBS,-16.4667,179.34,3957
Matei,TVU,-16.6906,-179.877,3958
Koro Island,KXF,-17.3458,179.422,3959
Rotuma,RTA,-12.4825,177.071,3960
Savusavu,SVU,-16.8028,179.341,3961
Eua Island,EUA,-21.3783,-174.958,3962
Lifuka,HPA,-19.777,-174.341,3963
"Angaha, Niuafo'ou Island",NFO,-15.5708,-175.633,3964
Niuatoputapu,NTT,-15.977297,-173.79109,3965
Vanua Balavu,VBV,-17.269,-178.976,3966
Alofi,IUE,-19.079031,-169.9256,3967
Futuna Island,FUT,-14.3114,-178.066,3968
Mountain,MWP,28.0,85.333,3969
Savaii Island,MXS,-13.7423,-172.258,3970
Apataki,APK,-15.5736,-146.415,3971
Ahe,AHE,-14.4281,-146.257,3972
Hiva-oa,AUQ,-9.76879,-139.011,3973
Ua Pou,UAP,-9.35167,-140.078,3974
Ua Huka,UAH,-8.93611,-139.552,3975
Ablow,MTV,-13.666,167.712,3976
Sola,SLH,-13.8517,167.537,3977
Loh/Linua,TOH,-13.328,166.638,3978
Sangafa,EAE,-17.0903,168.343,3979
